title,description
"FATURA EM DEBITO AUTOMATICO, QUE SÓ FAZ UMA TENTATIVA DE PAGAMENTO","Bom dia!Tenho ativo a fatura paga em debito automatico pela app do Nubank, e no dia 17/02 pela manhã recebi uma n..."
Empréstimo Fgts,"Fiz a solicitação de Empréstimo saque fgts na segunda feira dia 24/02/205, e até hoje não caiu.E os dados estão todos c..."
Redução de limite,"Meu limite ja era baixo (800,00) do dia pra noite eles reduziram meu limite para (200,00) sem ao menos me notificar com trint..."
Solicitei atendimento e tive minhas contas PF e PJ encerradas.,Senhores é com muita indignação que escrevo essa reclamação . Sou titular de uma empresa e prestei no serviço para o meu pai....
EMPRESTIMO FGTS,"Na manhã de 24/02/2025, fiz a solicitação de empréstimo saque-aniversário FGTS pelo Nubank, diretamente na minha conta e pelo..."
DIFICULTAM PARCELAMENTO DE ACORDO,"Olá! Estou tentando fazer uma renegociação dos meus valores em aberto pelo app, mais por lá as opções são muito dificultosas ..."
Falta de oportunidade,Nossa movimento minha conta mais de 6000 por mês não tenho chance de nada nem um limite pra nada axo bastante injusto
Atraso na fatura e juros alto,"Tenho A conta Nubank a anos o limite nem e tão alto sempre paguei certinho as faturas e empréstimos realizados, porém estou d..."
Fiz o pagamento do boleto do cartão de crédito duas vezes,"Paguei meu boleto do cartão duas vezes uma pelo Serasa e a outra pelo Nubank quero meu reembolso de uma, porque paguei duas v..."
Conta não ativa,Eu nunca tive conta na nubank e agora fui baixar fala q está bloqueado.Queria saber o real motivo por favor
meu limite,"Bom dia, no dia 22 de fevereiro eu paguei a minha fatura certinho, que no caso era 627,08, meu limite é 500,00 mas como ja ti..."
Juros abusivo,Não consigo quitar a parcelo do meu cartão por causa do juros abusivo do cartão. E eu gostaria de fazer uma renegociação
Não aguento mais dever,"No inicio do ano, o Nubank aceitou a proposta de quitação da divida por 4k, conforme já havia sido aparecido algum tempo no a..."
limite do cartão zerado,"já sou cliente desta instituição financeira há mais de 5 anos, e sempre quitei minhas dividas corretamente . Ontem quitei mai..."
"Nubank não aumenta limite, muito menos libera crédito!",Mesmo movimentando média mensal de 10 mil reais o Nubank não me da limite de cartão de crédito e quando raramente apresentou ...
Não aumenta o limite do cartão de crédito,"Tenho cartão do Nubank desde de 2017, sempre teve aumento de limite gradualmente. Desde de 2020 que não aumentam meu limite, ..."
Nubank/nuinvest péssimo,Há algum tempo atrás Abri conta no NuInvest E o Nubank Cancelou no nuinvest sem dar suporte nenhum para os seus clientes. No ...
CANCELAMENTO CONTA PJ,"Cancelaram todos os meus produtos Nubank, a mais de 1 semana, e não devolveram meu valor que está na conta, sendo que já devo..."
Nubank não cumpriu o que prometeu,"No dia 24/2 recebi um email da equipe de segurança da empresa, em nome do funcionário Fausto C., atualizando a minha contesta..."
Tenho o cartão há 53anos e nunca aumentam meu limite em nada,"Uso o cartão há uns 3 anos já,recebo meu salário no banco,fiz empréstimo já quitei todos ,tenho cartão de crédito com limite ..."
Insatisfação com o tratamento - irei cancelar a conta,"Bom diaMeu nome é *******, e tenho um ótimo relacionamento financeiro com a nubank, via conta PF e PJ.."
Valor da fatura errada,"Meu cartão passou 30 reais do limite, assim que percebi paguei 60,00 da fatura, quando fui ver se ainda tava o saldo negativo..."
Problema no pix,"Quando vou fazer transferência em pix, fica aparecendo essa mensagem no aplicativo.Só dá a mensagem ""algo deu erra..."
Contas encerradas aparecem no app,"Estou enfrentando um problema ao fazer transferências via Pix no Nubank. Sempre que tento realizar um pagamento, aparecem vár..."
Me arrependo muito de ter feito o cartão do nubank!,Eu passei anos com o limite no cartão de crédito em mais de 3 mil reais. Sempre pedindo aumento de crédito para pelo menos 5 ...
DATA DE VENCIMENTO,"SOU CLIENTE A ANOS DA NUBANK, MEU CARTÃO ESTA COM O LIMITE TODO LIBERADO, NÃO TEM NADA EM ABERTO E NENHUM PARCELAMENTO E NÃO ..."
Nubank se recusa a devolver valores enviados para carteira própria deles.,"No dia 09/02/2025, cometi um erro ao realizar uma transferência para minha conta do Nubank, enviando 300 USDT em vez de USDC ..."
Devolução de saldo,"Estou a mais de uma semana esperando a devolução do meu saldo, simplesmente encerrar minha conta, e só estão enrolando para f..."
Análise de crédito que nunca acomrece e não dá aumento no cartão de crédito,"Todo dia 5 tem analize ,e não analisam nada o limite do cartão e baixo eu uso a conta ao máximo,"
Dificuldade para trazer ativos de outra corretora,"Bom https://******* aqui expressar o meu lamento em relação a Nu Corretora,quanto a transferência de ativos de outra corretor..."
Recusa da cancelamento de parcelas,"Hoje eu fiz uma simulação de parcelamento da minha fatura que ainda iria vencer, mas como achei os juros abusivos, decidi pag..."
Bloqueia preventivo,"Porque o meu cartão está bloqueado preventivamente se quem utilizou ele nas 24horas foi eu mesmo, espero que desbloqueie logo..."
Juros abusivo !,"Adiantei umas parcelas que tinha no meu cartão e depois esqueci de pagar a fatura na data correta (dia 20), fui olhar no dia ..."
Não querem reembolsar valor enviado,Eu tenho ludopatia constatada. E perdi todo dinheiro dos meus pais com apostas. Isso nos colocou no fundo do poço e entrei nu...
Compra parcelada cancelada continua sendo cobrada,"Bom dia!Fiz uma compra no meu cartao de crédito online, parcelada em 12x. Na primeira parcela, eu já efetuei o pagament..."
AUTORIZAÇÃO DE DISPOSITIVO SEM RECONHECIMENTO FACIAL,"Solicitei a alguns dias atrás a liberação do meu celular sem reconhecimento facial, visto que minha câmera frontal está quebr..."
Pix sem autorização,"Foi feito um Pix sem autorização, de R$10 e o destino foi para DELCRED, sendo que nunca ouvir falar e no momento da transfer..."
Paguei a fatura e não voltou o Limite,"Paguei a fatura só cartão com garantia e não voltou meu limite, esse Limite eu não ganhei eu coloquei em dinheiro, e simplesm..."
Estou sendo cobrada 2x por uma compra,"Dia 07/11/24 fiz uma compra no Atacadão, deu tudo certo, passou certinho no cartão em 2x,no valor de 665,65. Não sei o que ho..."
cartão de crédito cancelado,cartão de crédito cancelado pois preciso muito do meu cartão sempre tive uma boa relação com a empresa sempre paguei as fatur...
Cai em um [Editado pelo Reclame Aqui] de um serviço do toldo e policarbonato,"No mês de Outubro de 2024,eu solicitei um serviço de toldo e policarbonato em Maricá. No valor de $ 5.900. Onde meu filho fez..."
Acordo não sendo respeitado,"Fiz a renegociação para por em dia meu emprestimo, foi aceita, e depositei o dinheiro na conta para desconto da entrada confo..."
Compra,"Fiz uma compra recentemente de um produto em um website e o vendedor desapareceu após a compra o pix foi de 52,77"
Boa noite! Gostaria de mudar a data do meu empréstimo.,"No dia 02/01 eu pedi para diminuir meu empréstimo, porém a data ficou último dia útil, não dá nem tempo de eu anotar as divid..."
Juros abusivos cobranças,Venho por meio desda solicitação do reclame aqui mais uma estorna minha indignação a alguns meses já que a nubank vem me co...
So me ofereceram pagamento a vista e com pouco desconto e preciso limpar meu nome urgente,"Boa noite, ja tentei entrar em contato pelo chat tanto ligando pra nubank, e nenhum dos casos os atendentes sempre recusam fa..."
Atraso nos pagamentos da fatura mensal do cartão de crédito e empréstimo.,Estou em atraso com a fatura do cartão e do empréstimo.Quando eu fiz o empréstimo eu achei que seria uma única fatura j...
"Preciso do extrato dos meses de jun, jul e agosto de 2024 da NU FINANCEIRA","Preciso do extrato dos meses de jun, jul e agosto de 2024 da NU FINANCEIRA, me informei que precisava emitir meus rendimentos..."
Cancelamento de conta indevido,"Sou cliente do Nubank há 9 anos, efetuei uma compra no cartão de crédito e precisei cancelar a compra, bloquearam o meu limit..."
Negociação de dívidas,"Estou novamente empregada e gostaria de quitar minhas dívidas de crédito e empréstimo com o nubank. Ano passado, entre outubr..."
Para mim é o o pior cartão,Para mim isso é o pior cartão do Brasil a pessoa com nome limpo com score bom e ele não aumenta o limite já faz dois anos com...
Dinheiro emprestimo nubank não caiu na minha NUBANK CONTA.,"Dinheiro emprestimo nubank não caiu na minha NUBANK CONTA. Recebi o recibo, mas o dinheiro não foi para minha conta Nub..."
Cartão de crédito cancelado,"Tinha um cartão de credito da Nubank, mas fiquei desempregada no ano de 2022. Minha Esposa, a unica que estava trabalhando, l..."
Nubank não cumpre chargeback de compras futuras,"Bom, estou a dois dias tentando falar com alguém da nubank para contestar uma compra da qual não recebi. Cada pessoa que resp..."
Cancelamento de empréstimo negado,"No dia 24/02/25 (segunda-feira)solicitei um empréstimo que estava aparecendo como pré-aprovado no meu aplicativo Nubank, Poré..."
Bloqueio Indevido de PIX,"Venho manifestar minha profunda indignação com a atuação da Nubank no bloqueio indevido de um PIX recebido no dia 13/01/2025,..."
Ligações intermináveis,"Possuo uma pequena transportadora, e infelizmente tive um caminhão meu furtado, e por consequência a queda abrupta no faturam..."
Ligações intermináveis,"Possuo uma pequena transportadora, e infelizmente tive um caminhão meu furtado, e por consequência a queda abrupta no faturam..."
"Esse caso já aconteceu pela segunda vez, primeiro em janeiro, agora no mês de fevereiro","Pela segunda vez, fiz pagamento pelo app Nubank. Esse dinheiro saiu da minha conta, porém não foi gerado comprovante e o débi..."
Cartão de crédito virtual,"Tenho limite disponível no meu cartão de crédito virtual, porém não consigo usar o mesmo. No aplicativo do banco não tem uma ..."
Cartao cancelado mesmo pago,Tivemos um problema e atrasei a fatura do meu cartão nubank consegui pagar mesmo com desconto mas paguei gostaria de ativa...
"NOTIFICAÇÃO ""RAIA DROGASIL ACABOU DE VERIFICAR SEU CARTÃO""","Recebi agora uma notificação do app da Nubank com a seguinte mensagem: ""RAIA DROGASIL acabou de verificar se o seu cartã..."
"Informei cobrança [Editado pelo Reclame Aqui] da Brasil Paralelo, mandei comprovantes, mas Nubank",Entrei em contato com o Nubank em outubro de 2024 para informar uma compra [Editado pelo Reclame Aqui] da empresa Brasil Para...
Cartão de crédito cancelado,"Tive meu cartão de crédito cancelado por falta de pagamento, já quitei a dívida e gostaria muito que vcs pudessem reativar me..."
Banco não quer cancelar a compra. E a loja não responde.,"Bom! Estou com um grande problema Dia 2/2 fiz uma compra de 129,00Porém não chegou : e a loja não atende as msg ..."
Não entregaram meu cartão,"Meu cartão foi clonado, então cancelei e pedi outro. Porém, estou esperando este outro cartão desde o dia 31 de janeiro, e na..."
Compra cancelada estorno não realizado,"Boa noite meus queridos Sou uma senhor de 79 anos, professora aposentada.Tive bastante interesse em conhece..."
Cartão,Quero cartão de crédito
Contestação demorada,"Fiz uma comprae há mandei o comprovando que a empresa estorno, já fazremoi que contestei é o nubank não fez nada"
[Editado pelo Reclame Aqui] de cartão,"Fiz um reporte para a Nubank em relação a uma compra que foi feita no meu cartão de crédito que eu não reconheço, não fui eu ..."
Antecipação do saque aniversário,"Fiz a antecipação do meu saque aniversário,que falou que cairia em 1 dia útil pra pagar uma conta!! O dinheiro não caiu..."
FUI SACAR O DINHEIRO DA MINHA CONTA E FUI COBRADA POR UMA TAXA .,Hoje ao sacar meu dinheiro num caixa eletrônico pra um assunto urgente e como meu cartão estava dando erro e precisei optar p...
Falta de respeito,Venho me por desta informar que pelaSEGUNDA VEZ a Nubank debita dinheiro da minha conta como se fosse eu q tivesse feit...
Ta dificil de me entenderem,"Abri uma solicitação para me enviarem o extrato de investimento da minha conta PJ, que por algum motivo não possuem para extr..."
Me nega limite mais oferece empréstimo,"Venho aqui reclamar da falta de compromisso com o cliente por parte do Nubank, a anos sou cliente no meu histórico jamais atr..."
Cancelaram o meu cartão sem motivos,Estou muito chateada com a nubank sempre pago certinho as faturas e muitas vezes adiantada e cancelaram o meu cartão de créd...
Clonaram o meu cartão e fizeram um pix em um valor alto,"Ontem 25/02 recebi uma notificação que tinha feito um pix no cartão de credito, para uma pessoa que não conheço. Sendo que nã..."
[Editado pelo Reclame Aqui],Sofri um [Editado pelo Reclame Aqui] de uma plataforma Leo Burnett de 630 $
Solicitei um empréstimo,Solucitei um empréstimo mandei o extrato da minha conta bancária e eles não aprovaram e ainda está disponível e não aprova qu...
Cobrança indevida,Meu nome é Michele tenho uma conta no Nubank E contratei um serviço on-line fiz uma compra on-line Me arrependi cancelei a co...
ESTAVA COMPRANDO UM CARRO,O [Editado pelo Reclame Aqui] me aplicou um [Editado pelo Reclame Aqui] dizendo que era pra mim manda o dinheiro da gasolina ...
Cobrança indevida,Olá! Na data do dia 27/11/24 a central do Nubank entrou em contato comigo me propondo um acordo onde eu pagando a fatur...
Recuperar conta,"Estou tentando recuperar a conta do meu namorado,pois ele está sem celular e não tem mais acesso ao número de telefone cadast..."
Juros absurdos e falta de negociação,Tenho uma dívida atrasada não pude pagar antes pois está desempregado Agora que posso pagar a nubank me oferece uma pro...
Não estão passando informação corretas para o meu cadastro positivo,"ou cliente da Nubank há algum tempo e sempre fui um ótimo pagador, honrando todos os meus compromissos financeiros em dia. No..."
"Cartão Virtual criado é só Débito, tendo aberto a conta com cartão de crédito aprovado.","Boa noite, basicamente o título. Acabei de criar uma conta na NuBank e liberaram R$ 600 de limite. Eu pensei em pagar algumas..."
*******,"Eu fiquei realmente sem condição de pagar o cartão, eu finalmente consegui paga cartão de crédito nubank. só que não consegui..."
*******,"Eu fiquei realmente sem condição de pagar o cartão, eu finalmente consegui paga cartão de crédito nubank. só que não consegui..."
Solicitação de cancelamento e exclusão de dados não atendida,"bri uma conta no Nubank, fiquei apenas três dias e solicitei o cancelamento da conta, bem como a exclusão dos meus dados pess..."
Relatório Banco Central,"Meu nome é Glaucia Aristides da Silva dos Anjos Estou com um prejuízo no Bacen de um acordo, acordo realizado e pago porém a ..."
Pagamento [Editado pelo Reclame Aqui]!,"Fui vitima de um [Editado pelo Reclame Aqui] de pagamentos de boletos da EQUATORIAL MA, me enviaram boletos falsos, tentei re..."
NuPay não irá te ajudar caso ocorra problemas com a compra,"Recentemente fiz minha primeira compra pelo NuPay e infelizmente tive problema com o lojista (OLX), o mesmo não me ajudou a r..."
Peço a retirada do meu CPF do registrato,"""Solicito a regularização do meu registro no Banco Central, em virtude de um acordo celebrado com o banco"""
Cancelei o APP CANVA PRO e o NU BANK continua cobrando a mensalidade na fatura PEDIDO DE CONTESTAÇÃO 96964639,"No dia 14/11/2024, cancelei minha assinatura do CANVA PRO, que havia sido feita em 12x. Apesar da confirmação do cancelamento..."
[Editado pelo Reclame Aqui] no cartão virtual NUBANK,"Em outubro de 2023 eu passei por um [Editado pelo Reclame Aqui], onde recebi uma mensagem via SMS e após isso entrei em conta..."
fiz uma compra em um site fake e não estou recebendo assistência da nubank,"fiz uma compra em um site fake de langerie, fiz por pix na nubank, estou pedindo suporte no banco para solicitar meu estorno ..."
Nubank fez uso de dinheiro não autorizado em minha conta,"Usei um limite disponível para comprar um cartão da Playstation. Antes disso, meu pai colocou 120 reais no pix para que eu pu..."
NAO CONSIGO ACESSAR APLICATIVO PARA PAGAR FATURA,"Prezado atendimento, estou tentando pagar a fatura, ja enviei 6 emails e agora so existe resposta automtica. Eu NAO CON..."
Cancelamento de produtos,Hoje a noite recebi a mensagem da Nubank que minha conta estava em análise por dados cadastrais e/ou [Editado pelo Reclame Aq...
Cartão,Quero cartão de crédito solicitei com outro e-mail e meu cpf é*******
Minha filha não consegue acessar a conta dela,Minha filha é vdd embora e ela n está conseguindo entrar na conta dela
"Cobrança indevida, falta de suporte da Kirvano e descaso do Nubank","Fui vítima de uma cobrança indevida no meu cartão de crédito, referente a um produto da Kirvano que não adquiri. Assim que pe..."
Almento de limite,Queria um almento no meu limite mais de anos esperando um limite .
[Editado pelo Reclame Aqui],"Boa tarde eu entrei num site de empréstimo , e fui fazendo oque pediram aí começaram a me manda uns valores eu fiz o pagament..."
Falta de Acessibilidade e comunicação: Reativacao Credito,Sou usuaria do Nubank desde 2017. Sou uma pessoa surda e sempre estou movimentando minha conta financeira. Se analisarem meu ...
Cobrança indevida sem comprovante,O aplicativo simplesmente desconta toda mesmo uma compra minha tanto no débito quanto no crédito e eu já tentei de todas as f...
Reembolso do saldo da minha conta,Minha conta foi bloqueada e ficou Saldo na conta ainda e eles estão me enrolando faz dias já que vai mandar pra outra conta e...
Reembolso,Vcs mim pediu pra colocar 200 reais pra aplicar como crédito depois que comprei e paguei vcs cancelar meus créditos e seguro ...
"Cartão de Crédito pago, porém bloqueado","Fiz o pagamento da minha divida em meses, e não tive o retorno da opção crédito, mesmo fazendo transferências com o banco."
Uber empresa,Fiz uma viagem com a Uber . Domingo dia 09/02 com o motorista Osvaldo .Do shopping Moxuara ao CTF .A viagem ficou por dezesse...
Pouco limite,"Tem mais de anos e anos que tenho a conta da Nubank usando apenas essa conta para todos os tipos de pagamentos, sempre a anál..."
Tentativa de renegociação,"Tenho uma dívida atualmente de 2165,90 de duas faturas atrasadas. Por imprevistos financeiros não consegui adimplir, mas gost..."
Cancelamento,Sempre mantive minhas contas pagas em dia e tive um imprevisto de saúde que resultou em um atraso pontual no pagamento do meu...
Cartão de crédito cancelado,"Meu cartão de crédito foi cancelado eu gostaria de ter ele de volta, quitei todas as pendências dele e meu score está ótimo. ..."
Reativação do cartão bloqueado,"Eu tinha meu cartão do Nubank de 4 mil e pouco, perdi meu cartão, fiz boletim de ocorrência e com esse problema tive um atras..."
Não consigo utilizar o nubank,Tenho conta no nubank e não consigo pagar minha fatura do cartão de crédito e não consigo utilizar o saldo que tem na minha c...
Falta de retorno sobre contestação de Pix Parcelado não autorizado,Venho por meio desta solicitar um posicionamento urgente em relação à contestação de um Pix Parcelado não autorizado realizad...
Falta de retorno sobre contestação de Pix Parcelado não autorizado,Venho por meio desta solicitar um posicionamento urgente em relação à contestação de um Pix Parcelado não autorizado realizad...
Cartão de crédito cancelado,Peguei um empréstimo de 500 reais na Nubank e não paguei metade pós minha condições não estava boa e quando abriu uma promoçã...
Não tenho limite,"Venho aqui deixar minha reclamação pois tem mais de 1 ano que tenho o cartão de crédito, e até hoje vocês só tiveram a corage..."
Compra online não identificada,Cancelamento de compra online não identificada feita com cartão virtual no site sephora dotcom no mês de Janeiro. Eu Mateus A...
Reembolso,Minha reclamação na Latam foi direcionada pra vocês. Então segue relato:Comprei uma passagem para Lima em d...
[Editado pelo Reclame Aqui],"Requerimento Administrativo ao Nu Pagamentos S.A.AO NU PAGAMENTOS S.A.Prezados Senhores,..."
Emprestimo,"Fiz um empréstimo com garantia só que agora eu tenho 1400,00 reais e meu empréstimo e de 1100,00 e está tudo bloqueado um abs..."
Cliente fraudador de IPVA,"FRAUDADORES CLIENTES DO NUBANK NOME : 59 526 649 LtdCNPJ 59 526 649/0001-93VALOR R$ 480,91..."
Nubank se recusa a oferecer negociação justa antes do vencimento da dívida,Estou tentando renegociar minhas pendências no cartão de crédito Nubank antes mesmo do vencimento da fatura...
JUROS ABUSIVOS NA NEGOCIAÇÃO,"Possuo um cartão de crédito da Nubank desde 2018 e recentemente me enrolei financeiramente. Estava com a fatura parcelada, e ..."
