title,description,categoria,titulo_limpo,descricao_limpa,tokens_titulo,tokens_descricao,sentimento_titulo,sentimento_descricao
Bloqueio da conta,Fui fazer um pix para uma nova conta e bloquearam ! Eu preciso que resolvam pois preciso trabalhar com o dinheiro que está lá...,Conta,bloqueio da conta,fui fazer um pix para uma nova conta e bloquearam eu preciso que resolvam pois preciso trabalhar com o dinheiro que está lá,"['bloquei', 'cont']","['faz', 'pix', 'nov', 'cont', 'bloque', 'precis', 'resolv', 'poi', 'precis', 'trabalh', 'dinh']",1,1
"SCR com dados errado, derrubando meu score.","Recebi um comunicado da serasa informando a queda do meu score,entrei em contato para entender o motivo já que não devo a nin...",Outros,scr com dados errado derrubando meu score,recebi um comunicado da serasa informando a queda do meu scoreentrei em contato para entender o motivo já que não devo a nin,"['scr', 'dad', 'err', 'derrub', 'scor']","['receb', 'comunic', 'seras', 'inform', 'qued', 'scoreentr', 'contat', 'entend', 'motiv', 'dev', 'nin']",1,1
RESTRIÇÃO INDEVIDA NO REGISTRADO,"Prezados,Venho solicitar a retirada de uma dívida indevida registrada no Registrato. Solicito que o r...",Segurança,restrição indevida no registrado,prezadosvenho solicitar a retirada de uma dívida indevida registrada no registrato solicito que o r,"['restr', 'indev', 'registr']","['prezadosvenh', 'solic', 'retir', 'dív', 'indev', 'registr', 'registrat', 'solicit']",1,1
[Editado pelo Reclame Aqui] na conta,Boa tardeNo dia 03/02/2025 minha conta foi [Editado pelo Reclame Aqui] até então liguei no mesmo dia para o banco...,Conta,editado pelo reclame aqui na conta,boa tardeno dia minha conta foi editado pelo reclame aqui até então liguei no mesmo dia para o banco,"['edit', 'reclam', 'aqu', 'cont']","['boa', 'tarden', 'dia', 'cont', 'edit', 'reclam', 'aqu', 'ent', 'lig', 'dia', 'banc']",5,1
"Parcelamento não efetivado, por erro da empresa","Realizei o parcelamento da fatura com vencimento dia 24/02, com o pagamento da entrada para o mesmo dia, pago via Pix.O...",Empréstimo,parcelamento não efetivado por erro da empresa,realizei o parcelamento da fatura com vencimento dia com o pagamento da entrada para o mesmo dia pago via pixo,"['parcel', 'efetiv', 'err', 'empr']","['realiz', 'parcel', 'fatur', 'venc', 'dia', 'pag', 'entr', 'dia', 'pag', 'via', 'pix']",1,1
Nunca mais houve aumento de limite!,Estou entrando em contato para expressar minha insatisfação com a falta de aumento do meu limite de crédito. Sou cliente do N...,Cartão de Crédito,nunca mais houve aumento de limite,estou entrando em contato para expressar minha insatisfação com a falta de aumento do meu limite de crédito sou cliente do n,"['nunc', 'aument', 'limit']","['entr', 'contat', 'express', 'insatisf', 'falt', 'aument', 'limit', 'crédit', 'client']",1,1
Ajuda,"Olá, boa tarde. Gostaria de agradecer pelo suporte e a devolução do valor referente a compra da Hurb que não recebi o pacote ...",Outros,ajuda,olá boa tarde gostaria de agradecer pelo suporte e a devolução do valor referente a compra da hurb que não recebi o pacote,['ajud'],"['olá', 'boa', 'tard', 'gost', 'agradec', 'suport', 'devoluç', 'val', 'refer', 'compr', 'hurb', 'receb', 'pacot']",4,1
"Pago as faturas em dia, antecipei parcelas do cartão e juros do empréstimo se mantém alto e eu não recebo aumento de limite no cartão","A esposa de um colega de trabalho conseguiu um empréstimo abaixo de 5%,na qual usou esse empréstimo para compra de uma moto, ...",Cartão de Crédito,pago as faturas em dia antecipei parcelas do cartão e juros do empréstimo se mantém alto e eu não recebo aumento de limite no cartão,a esposa de um colega de trabalho conseguiu um empréstimo abaixo de na qual usou esse empréstimo para compra de uma moto,"['pag', 'fatur', 'dia', 'antecip', 'parcel', 'cart', 'jur', 'emprést', 'mantém', 'alt', 'receb', 'aument', 'limit', 'cart']","['esp', 'coleg', 'trabalh', 'consegu', 'emprést', 'abaix', 'usou', 'emprést', 'compr', 'mot']",1,1
Limite nunca dá,Já não sei quantas vezes vou ter que reclamar desse banco sempre uso cartão coloquei meu salário pra receber nesse banco mais...,Cartão de Crédito,limite nunca dá,já não sei quantas vezes vou ter que reclamar desse banco sempre uso cartão coloquei meu salário pra receber nesse banco mais,"['limit', 'nunc']","['sei', 'quant', 'vez', 'vou', 'ter', 'reclam', 'dess', 'banc', 'sempr', 'uso', 'cart', 'coloq', 'salári', 'pra', 'receb', 'ness', 'banc']",1,1
Quero encerrar minha conta a anos e não consigo!!!,Abri a conta com 1 finalidade guardar dinheiro até lá tudo bem porém quando fui tirar meu dinheiro investido tive diversos pr...,Conta,quero encerrar minha conta a anos e não consigo,abri a conta com finalidade guardar dinheiro até lá tudo bem porém quando fui tirar meu dinheiro investido tive diversos pr,"['quer', 'encerr', 'cont', 'ano', 'consig']","['abr', 'cont', 'final', 'guard', 'dinh', 'tud', 'bem', 'porém', 'tir', 'dinh', 'invest', 'divers']",1,1
valores descontados na minha conta sem minha autorização e parcelas no meu cartão de crédito sem meu concedimento entrei em contato assim que vi 17/02/2025 e até hoje não fizeram nada,tinha um dinheiro guardado na caixinha de 500 reias e começou a sumir aos poucos por [Editado pelo Reclame Aqui] não se...,Cartão de Crédito,valores descontados na minha conta sem minha autorização e parcelas no meu cartão de crédito sem meu concedimento entrei em contato assim que vi e até hoje não fizeram nada,tinha um dinheiro guardado na caixinha de reias e começou a sumir aos poucos por editado pelo reclame aqui não se,"['val', 'descont', 'cont', 'autor', 'parcel', 'cart', 'crédit', 'conced', 'entr', 'contat', 'assim', 'hoj', 'fiz', 'nad']","['dinh', 'guard', 'caix', 'rei', 'começ', 'sum', 'pouc', 'edit', 'reclam', 'aqu']",1,1
Me garatiram q seria reativado apos o acordo pago sem parcelar,Fiz um acordo de pagamento com juros e me garatiram q seria reativado porem ate o momento segue cancelado mesmo com pagamento...,Empréstimo,me garatiram q seria reativado apos o acordo pago sem parcelar,fiz um acordo de pagamento com juros e me garatiram q seria reativado porem ate o momento segue cancelado mesmo com pagamento,"['garat', 'reativ', 'apo', 'acord', 'pag', 'parcel']","['fiz', 'acord', 'pag', 'jur', 'garat', 'reativ', 'por', 'ate', 'moment', 'seg', 'cancel', 'pag']",1,1
CONTA BLOQUEADA POR FAZER UM PIX COTIDIANO,"Tenho um saldo R$[Editado pelo Reclame Aqui].378,00 no Nubank fui enviar um pix para minha esposa e a conta simplesmente bloq...",Conta,conta bloqueada por fazer um pix cotidiano,tenho um saldo reditado pelo reclame aqui no nubank fui enviar um pix para minha esposa e a conta simplesmente bloq,"['cont', 'bloque', 'faz', 'pix', 'cotidi']","['sald', 'redit', 'reclam', 'aqu', 'nubank', 'envi', 'pix', 'esp', 'cont', 'simples', 'bloq']",1,1
Reembolso não caiu na conta,"Olá, tenho uma carta emitida pela Cielo referente a um estorno feito em janeiro. O estorno ainda não foi emitido pela Nubank....",Conta,reembolso não caiu na conta,olá tenho uma carta emitida pela cielo referente a um estorno feito em janeiro o estorno ainda não foi emitido pela nubank,"['reembols', 'caiu', 'cont']","['olá', 'cart', 'emit', 'ciel', 'refer', 'estorn', 'feit', 'jan', 'estorn', 'aind', 'emit', 'nubank']",1,1
Nubank banco [Editado pelo Reclame Aqui] 2,"Cancelei a conta, porém todos os meus dados continuam lá como se a conta estivesse aberta, inclusive tem opção de reabrir a c...",Outros,nubank banco editado pelo reclame aqui,cancelei a conta porém todos os meus dados continuam lá como se a conta estivesse aberta inclusive tem opção de reabrir a c,"['nubank', 'banc', 'edit', 'reclam', 'aqu']","['cancel', 'cont', 'porém', 'tod', 'dad', 'continu', 'cont', 'abert', 'inclusiv', 'opç', 'reabr']",5,1
Cai num [Editado pelo Reclame Aqui] e a nubank facilitou,"Levei um [Editado pelo Reclame Aqui], paguei 3 Pix para a mesma pessoa d valores diferentes, pois a cada hora tinha uma descu...",Outros,cai num editado pelo reclame aqui e a nubank facilitou,levei um editado pelo reclame aqui paguei pix para a mesma pessoa d valores diferentes pois a cada hora tinha uma descu,"['cai', 'edit', 'reclam', 'aqu', 'nubank', 'facilit']","['lev', 'edit', 'reclam', 'aqu', 'pag', 'pix', 'mesm', 'pesso', 'val', 'difer', 'poi', 'cad', 'hor', 'descu']",1,1
Compra não identificada,"Foi feito 4 compras no dia 20 de fevereiro no valor de 225,54 e outra dia 21 de 82.74 no meu cartão de crédito, e eu não reco...",Outros,compra não identificada,foi feito compras no dia de fevereiro no valor de e outra dia de no meu cartão de crédito e eu não reco,"['compr', 'identific']","['feit', 'compr', 'dia', 'fever', 'val', 'outr', 'dia', 'cart', 'crédit', 'rec']",1,1
Alteração de Senha,"Prezados, boa tardeGostaria de mudar a senha do meu cartão, minha primeira tentativa foi feita através de e-mail ...",Outros,alteração de senha,prezados boa tardegostaria de mudar a senha do meu cartão minha primeira tentativa foi feita através de email,"['alter', 'senh']","['prez', 'boa', 'tardegost', 'mud', 'senh', 'cart', 'prim', 'tent', 'feit', 'através', 'email']",3,3
Nubank não permite parcelamento após vencimento da fatura para ganhar mais com juros rotativo,"Vcs jogaram o valor da minha fatura de fevereiro toda para março, paguei com apenas um dia de atraso e gostaria de protestar ...",Cartão de Crédito,nubank não permite parcelamento após vencimento da fatura para ganhar mais com juros rotativo,vcs jogaram o valor da minha fatura de fevereiro toda para março paguei com apenas um dia de atraso e gostaria de protestar,"['nubank', 'permit', 'parcel', 'após', 'venc', 'fatur', 'ganh', 'jur', 'rota']","['vc', 'jog', 'val', 'fatur', 'fever', 'tod', 'març', 'pag', 'apen', 'dia', 'atras', 'gost', 'protest']",1,1
Retirar Apontamentos do Serasa,"De acordo com o Artigo 42 do Código de Defesa do Consumidor, na cobrança de débitos, o consumidor inadimplente não será expos...",Outros,retirar apontamentos do serasa,de acordo com o artigo do código de defesa do consumidor na cobrança de débitos o consumidor inadimplente não será expos,"['retir', 'apont', 'seras']","['acord', 'artig', 'códig', 'defês', 'consum', 'cobranç', 'débit', 'consum', 'inadimpl', 'exp']",1,1
Dívida com a Nu,"Sempre tive cartão da nubank, até que fui demitida e não consegui mais pagá-lo, por conta dos juros super abusivos hoje estou...",Outros,dívida com a nu,sempre tive cartão da nubank até que fui demitida e não consegui mais pagálo por conta dos juros super abusivos hoje estou,['dív'],"['sempr', 'cart', 'nubank', 'demit', 'consegu', 'pagál', 'cont', 'jur', 'sup', 'abus', 'hoj']",3,1
Não entrega de encomenda e dificuldade de comunicação com a empresa,Em nov/24 minha esposa e eu aguardávamos uma encomenda remetida pelo NuBank. Não foram realizadas tentativas no portão do loc...,Outros,não entrega de encomenda e dificuldade de comunicação com a empresa,em nov minha esposa e eu aguardávamos uma encomenda remetida pelo nubank não foram realizadas tentativas no portão do loc,"['entreg', 'encomend', 'dificuldad', 'comunic', 'empr']","['nov', 'esp', 'aguard', 'encomend', 'remet', 'nubank', 'realiz', 'tent', 'portã', 'loc']",1,1
Conta cancelada sem aviso prévio e com saldo nela,"Descaso o que a nubank está fazendo comigo! Cancelaram minha conta sem me avisar antes com todo meu dinheiro nela, tenho mais...",Conta,conta cancelada sem aviso prévio e com saldo nela,descaso o que a nubank está fazendo comigo cancelaram minha conta sem me avisar antes com todo meu dinheiro nela tenho mais,"['cont', 'cancel', 'avis', 'prévi', 'sald', 'nel']","['descas', 'nubank', 'faz', 'comig', 'cancel', 'cont', 'avis', 'ant', 'tod', 'dinh', 'nel']",1,1
Dinheiro sumiu,"Boa tarde no final do ano passado fiz uma transferência via pix para o meu banco next , utilizando a conta nubank .Auto...",Outros,dinheiro sumiu,boa tarde no final do ano passado fiz uma transferência via pix para o meu banco next utilizando a conta nubank auto,"['dinh', 'sum']","['boa', 'tard', 'final', 'ano', 'pass', 'fiz', 'transfer', 'via', 'pix', 'banc', 'next', 'utiliz', 'cont', 'nubank', 'aut']",1,5
Conta exclusa com [Editado pelo Reclame Aqui] do meu dinheiro,"Fiz um empréstimo consignado na Caixa Economica para comprar um veiculo, esse valor do empréstimo transferi da minha conta da...",Conta,conta exclusa com editado pelo reclame aqui do meu dinheiro,fiz um empréstimo consignado na caixa economica para comprar um veiculo esse valor do empréstimo transferi da minha conta da,"['cont', 'exclus', 'edit', 'reclam', 'aqu', 'dinh']","['fiz', 'emprést', 'consign', 'caix', 'econom', 'compr', 'veicul', 'val', 'emprést', 'transfer', 'cont']",1,1
Cancelamento de todos os serviços incluindo cartão de crédito e da minha conta completa . Inclusive com saldo em conta !,"Dia 25/02/2024 , estava eu utilizando os serviços da minha conta nubank , fazendo pagamentos e recebendo pagamentos . ( Tinh...",Cartão de Crédito,cancelamento de todos os serviços incluindo cartão de crédito e da minha conta completa inclusive com saldo em conta,dia estava eu utilizando os serviços da minha conta nubank fazendo pagamentos e recebendo pagamentos tinh,"['cancel', 'tod', 'serviç', 'inclu', 'cart', 'crédit', 'cont', 'complet', 'inclusiv', 'sald', 'cont']","['dia', 'utiliz', 'serviç', 'cont', 'nubank', 'faz', 'pag', 'receb', 'pag', 'tinh']",1,1
Compra não reconhecida,No dia 23.02.2025 fizeram uma compra de um valor alto na Amazon e utilizaram meu cartão virtual da nubank,Outros,compra não reconhecida,no dia fizeram uma compra de um valor alto na amazon e utilizaram meu cartão virtual da nubank,"['compr', 'reconhec']","['dia', 'fiz', 'compr', 'val', 'alt', 'amazon', 'utiliz', 'cart', 'virtual', 'nubank']",1,5
Serasa,Olá. Fiz um parcelamento com o débito do meu cartão pois troquei de emprego e não consegui alterar a data vencimento. Ocasion...,Outros,serasa,olá fiz um parcelamento com o débito do meu cartão pois troquei de emprego e não consegui alterar a data vencimento ocasion,['seras'],"['olá', 'fiz', 'parcel', 'débit', 'cart', 'poi', 'troq', 'empreg', 'consegu', 'alter', 'dat', 'venc', 'ocasion']",3,1
Dívida não retirada do registrati,"Efetuei um acordo com o nubank na, e apesar de ter pago e terem retirado do Serasa, ainda consta no registrato. Peço que reti...",Outros,dívida não retirada do registrati,efetuei um acordo com o nubank na e apesar de ter pago e terem retirado do serasa ainda consta no registrato peço que reti,"['dív', 'retir', 'registrat']","['efet', 'acord', 'nubank', 'apes', 'ter', 'pag', 'ter', 'retir', 'seras', 'aind', 'const', 'registrat', 'peç', 'ret']",1,1
Meu aplicativo não dar certo não,Eu passei mais de mês esperando aí fica só dizendo cadastro finalizado e não abre o aplicativo eu queria tentar de novo começ...,Outros,meu aplicativo não dar certo não,eu passei mais de mês esperando aí fica só dizendo cadastro finalizado e não abre o aplicativo eu queria tentar de novo começ,"['aplic', 'dar', 'cert']","['pass', 'mê', 'esper', 'fic', 'diz', 'cadastr', 'final', 'abr', 'aplic', 'quer', 'tent', 'nov', 'começ']",1,1
Assunto: Reclamação Administrativa Falha na Segurança e Restrição Indevida ao Crédito,"Venho, por meio desta, formalizar uma reclamação administrativa acerca de uma grave falha na segurança do sistema do Nubank, ...",Cartão de Crédito,assunto reclamação administrativa falha na segurança e restrição indevida ao crédito,venho por meio desta formalizar uma reclamação administrativa acerca de uma grave falha na segurança do sistema do nubank,"['assunt', 'reclam', 'administr', 'falh', 'seguranç', 'restr', 'indev', 'crédit']","['venh', 'mei', 'dest', 'formal', 'reclam', 'administr', 'acerc', 'grav', 'falh', 'seguranç', 'sistem', 'nubank']",1,1
Proibido Antecipar pagamentos!,"Em 26/02/25 entrei em contato via chat pedindo auxílio para antecipar o pagamento de uma compra feita no cartão de crédito, v...",Pagamentos,proibido antecipar pagamentos,em entrei em contato via chat pedindo auxílio para antecipar o pagamento de uma compra feita no cartão de crédito v,"['proib', 'antecip', 'pag']","['entr', 'contat', 'via', 'chat', 'ped', 'auxíli', 'antecip', 'pag', 'compr', 'feit', 'cart', 'crédit']",1,1
Bloqueio saldo FGTS,A Nubank bloqueou meu saldo do fgts mesmo tendo antecipado o pagamento das parcelas do empréstimo. Fui na caixa econômica e m...,Conta,bloqueio saldo fgts,a nubank bloqueou meu saldo do fgts mesmo tendo antecipado o pagamento das parcelas do empréstimo fui na caixa econômica e m,"['bloquei', 'sald', 'fgt']","['nubank', 'bloqu', 'sald', 'fgt', 'tend', 'antecip', 'pag', 'parcel', 'emprést', 'caix', 'econôm']",1,1
Não consigo um extrato DIRF da conta CNPJ,Preciso par entregar ao contador com finalidade de declaração de imposto de renda um extrato DIRF da conta CNPJ e não se enco...,Conta,não consigo um extrato dirf da conta cnpj,preciso par entregar ao contador com finalidade de declaração de imposto de renda um extrato dirf da conta cnpj e não se enco,"['consig', 'extrat', 'dirf', 'cont', 'cnpj']","['precis', 'par', 'entreg', 'cont', 'final', 'declar', 'impost', 'rend', 'extrat', 'dirf', 'cont', 'cnpj', 'enc']",1,1
A Conta da minha mãe está bloqueada para fazer transferência.,A conta da minha mãe está bloqueada já tem uns 5 meses é ela não consegue desbloquear de jeito nenhum. Toda vez que ela liga ...,Conta,a conta da minha mãe está bloqueada para fazer transferência,a conta da minha mãe está bloqueada já tem uns meses é ela não consegue desbloquear de jeito nenhum toda vez que ela liga,"['cont', 'mãe', 'bloque', 'faz', 'transfer']","['cont', 'mãe', 'bloque', 'um', 'mes', 'conseg', 'desbloqu', 'jeit', 'nenhum', 'tod', 'vez', 'lig']",1,1
Desnecessário ficar autorizando. Uma vez basta!,Com frequência tento usar o PIX no WhatsApp e fica me pedindo para autorizar no app. Acontece com MENOS de 30 dias. Isso é ch...,Outros,desnecessário ficar autorizando uma vez basta,com frequência tento usar o pix no whatsapp e fica me pedindo para autorizar no app acontece com menos de dias isso é ch,"['desnecess', 'fic', 'autoriz', 'vez', 'bast']","['frequ', 'tent', 'us', 'pix', 'whatsapp', 'fic', 'ped', 'autor', 'app', 'acontec', 'menos', 'dia']",1,2
Conta bloqueada injustamente e sem resposta! Preciso de solução urgente!,"Minha conta PJ na Nubank foi bloqueada por conta de uma contestação de uma venda no valor de R$ 589,00, mesmo após eu ter env...",Conta,conta bloqueada injustamente e sem resposta preciso de solução urgente,minha conta pj na nubank foi bloqueada por conta de uma contestação de uma venda no valor de r mesmo após eu ter env,"['cont', 'bloque', 'injust', 'respost', 'precis', 'soluç', 'urgent']","['cont', 'nubank', 'bloque', 'cont', 'contest', 'vend', 'val', 'após', 'ter', 'env']",1,1
Limite não passa de 3200 a mais de 3 anos,"Preciso de aumento de limite, estou com 3200 de limite por anos. Meu score é alto, tenho um bom histórico de pagamentos...",Cartão de Crédito,limite não passa de a mais de anos,preciso de aumento de limite estou com de limite por anos meu score é alto tenho um bom histórico de pagamentos,"['limit', 'pass', 'ano']","['precis', 'aument', 'limit', 'limit', 'ano', 'scor', 'alt', 'bom', 'histór', 'pag']",1,3
Cobrança,Tinha um cartão de crédito nubank está indo tudo sobre controle com meu cartão e com meu empréstimo em agosto do ano passad...,Outros,cobrança,tinha um cartão de crédito nubank está indo tudo sobre controle com meu cartão e com meu empréstimo em agosto do ano passad,['cobranç'],"['cart', 'crédit', 'nubank', 'ind', 'tud', 'sobr', 'control', 'cart', 'emprést', 'agost', 'ano', 'passad']",1,1
Cobranças,"A nubank está me cobrando juros absurdos, sendo que já tinha quitado uma fatura, porém no dia não abateu o valor, fizeram um ...",Outros,cobranças,a nubank está me cobrando juros absurdos sendo que já tinha quitado uma fatura porém no dia não abateu o valor fizeram um,['cobranç'],"['nubank', 'cobr', 'jur', 'absurd', 'send', 'quit', 'fatur', 'porém', 'dia', 'abat', 'val', 'fiz']",1,1
Não consigo cancelar a parcela da minha fatura,Parcelei a minha fatura pensando que não ia conseguir pagar mas felizmente conseguir o dinheiro e eles não querem cancelar os...,Cartão de Crédito,não consigo cancelar a parcela da minha fatura,parcelei a minha fatura pensando que não ia conseguir pagar mas felizmente conseguir o dinheiro e eles não querem cancelar os,"['consig', 'cancel', 'parcel', 'fatur']","['parcel', 'fatur', 'pens', 'consegu', 'pag', 'feliz', 'consegu', 'dinh', 'quer', 'cancel']",1,5
*******,A nubank cancelou meu crédito mesmo quitando toda a dívida não deixando claro que o cancelamento continuaria,Outros,,a nubank cancelou meu crédito mesmo quitando toda a dívida não deixando claro que o cancelamento continuaria,[],"['nubank', 'cancel', 'crédit', 'quit', 'tod', 'dív', 'deix', 'clar', 'cancel', 'continu']",4,1
O valor não bate com o que paguei,"Bom dia. Tudo bem? O que acontece é o seguinte: a minha fatura de fevereiro é de R$ 422,07. Porém, na cobrança do fechamento ...",Outros,o valor não bate com o que paguei,bom dia tudo bem o que acontece é o seguinte a minha fatura de fevereiro é de r porém na cobrança do fechamento,"['val', 'bat', 'pag']","['bom', 'dia', 'tud', 'bem', 'acontec', 'seguint', 'fatur', 'fever', 'porém', 'cobranç', 'fech']",1,4
Nubank não estorna valor de compra cancelada!,"No dia 07/11/2024, realizei uma compra com o cartão Nubank (em nome de *******) no site Compra Certa. No entanto, ao receber ...",Outros,nubank não estorna valor de compra cancelada,no dia realizei uma compra com o cartão nubank em nome de no site compra certa no entanto ao receber,"['nubank', 'estorn', 'val', 'compr', 'cancel']","['dia', 'realiz', 'compr', 'cart', 'nubank', 'nom', 'sit', 'compr', 'cert', 'entant', 'receb']",1,1
Cancelou meu cartão de crédito por atraso na fatura !,"Tive um imprevisto financeiro em casa e, infelizmente, atrasei minha fatura do Nubank por alguns dias. Sei ...",Cartão de Crédito,cancelou meu cartão de crédito por atraso na fatura,tive um imprevisto financeiro em casa e infelizmente atrasei minha fatura do nubank por alguns dias sei,"['cancel', 'cart', 'crédit', 'atras', 'fatur']","['imprevist', 'financ', 'cas', 'infeliz', 'atras', 'fatur', 'nubank', 'algum', 'dia', 'sei']",1,1
Insatisfação com limite de crédito no Nubank,Sou cliente Nubank e tenho priorizado essa instituição em minhas movimentações financeiras. Comprovei renda mínima de R$7.000...,Cartão de Crédito,insatisfação com limite de crédito no nubank,sou cliente nubank e tenho priorizado essa instituição em minhas movimentações financeiras comprovei renda mínima de r,"['insatisf', 'limit', 'crédit', 'nubank']","['client', 'nubank', 'prior', 'institu', 'moviment', 'financ', 'comprov', 'rend', 'mín']",1,1
Nubank bloqueou meu dinheiro e não permite antecipação do empréstimo,"Fiz um empréstimo com o Nubank para ser pago em três vezes, com a primeira parcela vencendo em abril. Para garant...",Empréstimo,nubank bloqueou meu dinheiro e não permite antecipação do empréstimo,fiz um empréstimo com o nubank para ser pago em três vezes com a primeira parcela vencendo em abril para garant,"['nubank', 'bloqu', 'dinh', 'permit', 'antecip', 'emprést']","['fiz', 'emprést', 'nubank', 'pag', 'trê', 'vez', 'prim', 'parcel', 'venc', 'abril', 'garant']",1,1
Apareceu limite adicional de 400 e sumiu porque,Apareceu o limite adicional de 400 e sumiu por quê,Cartão de Crédito,apareceu limite adicional de e sumiu porque,apareceu o limite adicional de e sumiu por quê,"['aparec', 'limit', 'adic', 'sum', 'porqu']","['aparec', 'limit', 'adic', 'sum', 'quê']",1,1
Cartão de Crédito cancelado,Bom dia. Sou Pedro e fazem mais de três anos que utilizo a Nubank como conta principal. A Nubank é um banco maravilhoso. Todo...,Cartão de Crédito,cartão de crédito cancelado,bom dia sou pedro e fazem mais de três anos que utilizo a nubank como conta principal a nubank é um banco maravilhoso todo,"['cart', 'crédit', 'cancel']","['bom', 'dia', 'pedr', 'faz', 'trê', 'ano', 'utiliz', 'nubank', 'cont', 'princip', 'nubank', 'banc', 'maravilh', 'tod']",1,5
Fui vítima de [Editado pelo Reclame Aqui] e [Editado pelo Reclame Aqui],"Na data de hoje 27/02/2025, fui acessar a minha conta da nubank para retirar um dinheiro para realizar um investimento, quan...",Outros,fui vítima de editado pelo reclame aqui e editado pelo reclame aqui,na data de hoje fui acessar a minha conta da nubank para retirar um dinheiro para realizar um investimento quan,"['vítim', 'edit', 'reclam', 'aqu', 'edit', 'reclam', 'aqu']","['dat', 'hoj', 'acess', 'cont', 'nubank', 'retir', 'dinh', 'realiz', 'invest', 'quan']",1,1
Reativação de conta,"Minha conta foi desativada a uns anos atrás, disseram que foi pelo time de segurança. Agora estou tentando reativar e não con...",Conta,reativação de conta,minha conta foi desativada a uns anos atrás disseram que foi pelo time de segurança agora estou tentando reativar e não con,"['reativ', 'cont']","['cont', 'desativ', 'um', 'ano', 'atrás', 'diss', 'tim', 'seguranç', 'agor', 'tent', 'reativ', 'con']",4,1
Compra efetuada em site [Editado pelo Reclame Aqui],"No dia 16 de janeiro de 2025, efetuei uma compra online num site que aparece no google como loja oficial da Growth, mas assim...",Outros,compra efetuada em site editado pelo reclame aqui,no dia de janeiro de efetuei uma compra online num site que aparece no google como loja oficial da growth mas assim,"['compr', 'efetu', 'sit', 'edit', 'reclam', 'aqu']","['dia', 'jan', 'efet', 'compr', 'onlin', 'sit', 'aparec', 'googl', 'loj', 'ofic', 'growth', 'assim']",5,1
Limite Estagnado,"Sou cliente da Nubank tem 4 anos, e o mesmo ano que eu abri a conta me liberaram um carão de crédito que em pouco tempo foi p...",Cartão de Crédito,limite estagnado,sou cliente da nubank tem anos e o mesmo ano que eu abri a conta me liberaram um carão de crédito que em pouco tempo foi p,"['limit', 'estagn']","['client', 'nubank', 'ano', 'ano', 'abr', 'cont', 'liber', 'car', 'crédit', 'pouc', 'temp']",1,1
Impossível a reativação do cartão de crédito da Nubank,"Bom dia! Tudo bem? Me chamo Laís e tenho minha conta Nu faz muitos anos, porém, por questões pessoais, eu cancelei meu cartão...",Cartão de Crédito,impossível a reativação do cartão de crédito da nubank,bom dia tudo bem me chamo laís e tenho minha conta nu faz muitos anos porém por questões pessoais eu cancelei meu cartão,"['imposs', 'reativ', 'cart', 'crédit', 'nubank']","['bom', 'dia', 'tud', 'bem', 'ch', 'laí', 'cont', 'faz', 'muit', 'ano', 'porém', 'quest', 'pessoal', 'cancel', 'cart']",1,4
Eu fui [Editado pelo Reclame Aqui],Eu fui [Editado pelo Reclame Aqui] no dia 14 de fevereiro horário de trabalho eu sou motorista de carga me pegaram colocaram ...,Outros,eu fui editado pelo reclame aqui,eu fui editado pelo reclame aqui no dia de fevereiro horário de trabalho eu sou motorista de carga me pegaram colocaram,"['edit', 'reclam', 'aqu']","['edit', 'reclam', 'aqu', 'dia', 'fever', 'hor', 'trabalh', 'motor', 'carg', 'peg', 'coloc']",1,1
Nubank não me permite mudar o vencimento da minha fatura,Estou a dias tentando mudar o vencimento da fatura sem sucessoMudei de empresa e agora recebo alguns dias depois e com ...,Cartão de Crédito,nubank não me permite mudar o vencimento da minha fatura,estou a dias tentando mudar o vencimento da fatura sem sucessomudei de empresa e agora recebo alguns dias depois e com,"['nubank', 'permit', 'mud', 'venc', 'fatur']","['dia', 'tent', 'mud', 'venc', 'fatur', 'sucessomud', 'empr', 'agor', 'receb', 'algum', 'dia']",1,1
Adiantamento FGTS,"Bom dia, segunda feira solicitei o adiantamento saque aniversário FGTS e até hoje não recebi o dinheiro, não consigo tentar n...",Outros,adiantamento fgts,bom dia segunda feira solicitei o adiantamento saque aniversário fgts e até hoje não recebi o dinheiro não consigo tentar n,"['adiant', 'fgt']","['bom', 'dia', 'segund', 'feir', 'solicit', 'adiant', 'saqu', 'aniversári', 'fgt', 'hoj', 'receb', 'dinh', 'consig', 'tent']",4,1
NÂO recebi um PIX feito para Nubank a mais de 3 meses,"Fiz um PIx de um aplicativo chamado BIPA e a transação consta como completada com sucesso, com todos os dados de transferênci...",Pix,nâo recebi um pix feito para nubank a mais de meses,fiz um pix de um aplicativo chamado bipa e a transação consta como completada com sucesso com todos os dados de transferênci,"['nâo', 'receb', 'pix', 'feit', 'nubank', 'mes']","['fiz', 'pix', 'aplic', 'cham', 'bip', 'trans', 'const', 'complet', 'sucess', 'tod', 'dad', 'transferênc']",1,5
Dívida Preescrita,"Conforme decisão STJ, dívidas prescritas não podem ser mais cobradas. Solicito a baixa de minha dívida ao site Serasa",Outros,dívida preescrita,conforme decisão stj dívidas prescritas não podem ser mais cobradas solicito a baixa de minha dívida ao site serasa,"['dív', 'preescrit']","['conform', 'decis', 'stj', 'dív', 'prescrit', 'pod', 'cobr', 'solicit', 'baix', 'dív', 'sit', 'seras']",3,1
